UUID,Display Name,Match Result Key,disp,targetMainNaics,Categories,Al Lna Ics,Industries,Ma Inna Ics,Naic Sse Ctor,Main City,Pi I,Displayname2,Pi I2,Display Nam E3,Pi I3,Main Address,It Spend Industry I Dc,Emails
017ea09c-8f54-4bd9-995a-64fd03b0b171,Brueggens Brezzey Acers,";BRUEGGEN DAIRY FARM, INC.;;;NORWALK;WI;;;",precedence,11,2,111999;112120,2,112120,Agriculture,Norwalk,FALSE,"Brueggen Dairy Farm, INC.",FALSE,,,,Resource Industries,
01814967-6d73-4bf0-b17c-3be3bedb1076,Ferme Marsycole INC.,;FERME MARSYCOLE INC.;;155 RTE DAY;BONAVENTURE;QC;G0C 1E0;CA;;,precedence,11,6,411110;112120;11212,2,112120,Agriculture,Bonaventure,FALSE,Ferme Marsycole INC,FALSE,Arsenault Janick,TRUE,,Resource Industries,
2c52ff33-6748-447d-b1ea-eb10e915526d,THE Ponderosa Dude Ranch LLC,;HO'S PONDEROSA DUDE RANCH;;;BUSHNELL;FL;;;,precedence,11,3,112990;721214;112110,2,112990,Agriculture,Bushnell,FALSE,"THE Ponderosa Dude Ranch, LLC",FALSE,Ho's Ponderosa Dude Ranch,FALSE,,Resource Industries,
4cdb6a26-78e2-48a2-9941-ec62c33b5fd2,"Mcnair Farms Cvs, Inc.",;MCNAIR FARMS CVS;;;WOONSOCKET;RI;;;,precedence,11,2,111999;446110,2,111999,Agriculture,Woonsocket,FALSE,Mcnair Farms Cvs INC,FALSE,,,,Process: Consumer products,
4dfdaf5d-e720-4817-b263-2951342296e8,Cumberland Farms INC,;CUMBERLAND FARMS INC;;;EAST PROVIDENCE;RI;;;,precedence,11,2,4471;111999,2,111999,Agriculture,East Providence,FALSE,,,,,,Process: Consumer products,
4e4ce262-b801-45c5-b47e-7dad3a992c58,Eagle Moon Farm LLC,;EAGLE MOON FARM;;;LAS CRUCES;NM;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Las Cruces,FALSE,,,,,,Process: Consumer products,
4e599bb6-c22e-4aee-9325-8dd15a6535d6,Josiassen Josiassen & Gaut,";JOSIASSEN FARMS,.;;;RICHVALE;CA;;;",precedence,11,3,115114;11112;111999,2,111999,Agriculture,Richvale,FALSE,"Josiassen Farms, INC.",FALSE,,,,Process: Consumer products,
4e9e45d3-7841-4202-ad6e-13f474059b4d,Superior Cattle Feeders LLC,;SUPERIOR CATTLE FEEDERS;;;CALIPATRIA;CA;;;,precedence,11,4,112112;11211;48412,2,112112,Agriculture,Calipatria,FALSE,Superior Cattle Feeders Llc,FALSE,Superiot Catttle Feeders,FALSE,,Resource Industries,
502a583f-3277-419e-a0f4-25b2b695a9c1,Cumberland Farms INC,;CUMBERLAND FARMS INC;;;NORTH KINGSTOWN;RI;;;,precedence,11,2,4471;111999,2,111999,Agriculture,North Kingstown,FALSE,,,,,,Process: Consumer products,
519380dd-773f-431e-9b1b-de84849f98dc,"Van Exel Dairy, a California General Partnership",";VAN EXEL DAIRY, A CALIFORNIA GENERAL PARTNERSHIP,VAN EXEL DAIRY;;;LODI;CA;;;",precedence,11,2,11112;112120,2,112120,Agriculture,Lodi,partial,Van Exel Dairy,partial,,,,Resource Industries,
51f44b06-2216-468c-aee8-b530c94aaaf4,Jackson Land & Cattle LP,;JACKSON LAND & CATTLE LP;;;Livermore;CA;;;,precedence,11,2,11112;112111,2,112111,Agriculture,Livermore,FALSE,,,,,,Resource Industries,
52b1a48c-6615-4918-8e4b-66855c12702d,Rocky Mountain Goji,;TAOS GOJI BERRY FARM AND ECO-LODGE;;;SAN CRISTOBAL;NM;;;,precedence,7,2,721192;111330,2,111330,Agriculture,San Cristobal,partial,Taos Goji Berry Farm And Eco-Lodge,FALSE,Taos County High Energy LLC,FALSE,,Resource Industries,
53187b76-d8a6-456b-a902-9ca0e0167189,Leroy Kirschenmann Farms,;LEROY KIRSCHENMANN;;;SHAFTER;CA;;;,precedence,11,3,11112;111999;56299,2,11112,Agriculture,Shafter,partial,Leroy Kirschenmann,TRUE,Kenneth Kirschenmann,TRUE,,Resource Industries,
531d1a3b-7bd9-4ea5-a431-bfdcc09c94cb,Yandric Family Bypass Trust,;YANDRIC FAMILY BYPASS TRUST;;;UPLAND;CA;;;,precedence,53,2,11112;5311,2,11112,Agriculture,Upland,FALSE,Cunningham Family Bypass Trust,FALSE,,,,Resource Industries,
5335b9ce-7e4e-443f-b706-ac3ffe3eaa07,Sun Coast Farms LLC,;SUN COAST FARMS LLC;;;SANTA MARIA;CA;;;,precedence,11,2,488510;111999,2,111999,Agriculture,Santa Maria,FALSE,,,,,,Process: Consumer products,
55e530ee-80de-4b67-9f96-6edf6559cbfd,Calif Dept OF Forestry & Fire Protc,;CALIF DEPT OF FORESTRY & FIRE PROTC;;;EL CAJON;CA;;;,precedence,11,2,11531;56299,2,11531,Agriculture,El Cajon,FALSE,,,,,,Professional Services,
5638e293-c97a-4440-8add-ac98dfbc63cf,Carl Dean Frazier,;CARL DEAN FRAZIER;;;SUNLAND PARK;NM;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Sunland Park,TRUE,Frazier Farms,FALSE,,,,Process: Consumer products,
56e9bf35-57bc-4929-a288-d7d90a5b642a,John H Stafford,;JOHN H STAFFORD;;;Auburn;CA;;;,precedence,11,3,11199;11112;561310,2,11199,Agriculture,Auburn,TRUE,,,,,,Process: Consumer products,
5735ffab-1c9b-4e54-8824-c9a85888ea7c,Robert J Podzemny,;RANDAL J PODZEMNY;;;SEDAN;NM;;;,precedence,11,3,11199;11112;484121,2,11112,Agriculture,Sedan,FALSE,Randal J Podzemny,FALSE,R J & June Podzemny,FALSE,,Resource Industries,
575b1657-4636-42d0-9754-4384805d6cb7,Allied Farms INC,;ALLIED FARMS;;;GARDEN GROVE;CA;;;,precedence,11,2,111999;44611,2,111999,Agriculture,Garden Grove,FALSE,,,,,,Process: Consumer products,
57a1de86-8880-4d6c-9e45-c8bf56542eba,Baloianfarms,";BALOIAN PACKING CO., INC.;;;FRESNO;CA;;;",,11,2,111219;424480,2,111219,Agriculture,Rio Rico,FALSE,"Baloian Packing Co., INC.",FALSE,,,,Resource Industries,
57e201c6-2990-493a-9dde-6fb60a8f320f,RC Farms LLC,;RC FARMS LLC;;;GONZALES;CA;;;,precedence,11,2,111999;56299,2,111999,Agriculture,Gonzales,FALSE,,,,,,Process: Consumer products,
585fe4ea-9363-45ff-ad01-7ca4ce7d345e,Vander Woude Dairy,;VANDER WOUDE DAIRY;;;Merced;CA;;;,precedence,11,2,11112;112120,2,112120,Agriculture,Merced,FALSE,,,,,,Resource Industries,
58b14a8f-ef79-4ae8-8dd8-b140d35008b7,Industrial Weed Control CO INC,;INDUSTRIAL WEED CONTROL;;;MESILLA PARK;NM;;;,precedence,11,2,48412;115112,2,115112,Agriculture,Mesilla Park,FALSE,Industrial Weed Control CO. INC.,FALSE,Industrial Weed Control CO.,FALSE,,Professional Services,
590b952d-1119-4b23-9007-b40fd27c0e2a,Vickie J Jensen,;VICKIE J JENSEN;;;SAN DIEGO;CA;;;,precedence,11,2,452;11112,2,11112,Agriculture,San Diego,TRUE,Vickie Jean Jensen,TRUE,Classic Trend,FALSE,,Resource Industries,
59393994-49ea-412e-bea8-9b189462bd73,THE Smith Family Trust,;THE SMITH FAMILY TRUST;;;PASADENA;CA;;;,precedence,53,2,5311;11112,2,11112,Agriculture,Pasadena,FALSE,Smith Family Trust,FALSE,,,,Resource Industries,
5993184a-2420-4d70-941c-db408498c367,Cooper Cattle LLC,;COOPER CATTLE;;;YERINGTON;NV;;;,precedence,11,2,11211;48412,2,11211,Agriculture,Oakdale,FALSE,,,,,,Resource Industries,
2d7687ea-9e5e-49be-90d2-01735b6dd01b,"Sunshine Tilapia Farms, LLC",;SUNSHINE TILAPIA CORP;;;CLEWISTON;FL;;;,precedence,11,2,484239;111999,2,111999,Agriculture,Clewiston,FALSE,Sunshine Tilapia Farms LLC,FALSE,Sunshine Tilapia CORP,FALSE,,Process: Consumer products,
019d2936-87da-4e90-a203-19f140cdb322,Mesquite Pass Farms INC.,";MESQUITE PASS FARMS, INC.;;;San Antonio;TX;;;",precedence,11,2,111999;112920,2,111999,Agriculture,San Antonio,FALSE,"Mesquite Pass Farms, INC.",FALSE,,,,Process: Consumer products,
019e2c25-30b5-4ff7-b4f5-01679597df68,ED Mininger,;ED MININGER;;;Almena;WI;;;,,11,2,111120;212399,2,111120,Agriculture,Almena,TRUE,,,,,,Resource Industries,
019fc67e-70e3-4569-a42f-3f01dc8cd224,Renault Euro,";F A SAN LUIS P LOMAS,FA SAN LUIS P LOMAS;;;SAN LUIS POTOSI;MX-SL;;;",precedence,32,5,111999;327120,2,111999,Agriculture,San Luis Potosi,FALSE,F A San Luis P Lomas,TRUE,Renault San Luis Lomas,TRUE,,Process: Consumer products,
01a45df9-20ab-4e32-be43-f198c8477362,Dayton Historical Depot Society,;DAYTON HISTORICAL DEPOT SOCIETY;;;DAYTON;WA;;;,precedence,71,2,712110;111999,2,111999,Agriculture,DAYTON,FALSE,Dayton Depot Historical Society,FALSE,,,,Process: Consumer products,
01d3ee1a-310f-4bfc-8ddd-e046f811e39f,Paulette M Kressin,;PAULETTE M KRESSIN;;;Bloomer;WI;;;,,11,2,112120;111120,2,111120,Agriculture,Bloomer,TRUE,,,,,,Resource Industries,
086af0f7-555e-4856-957b-d78c1b706ba9,Pungo Ferry Road,;PUNGO FERRY ROAD;;;VIRGINIA BEACH;VA;;;,alwayssecondary,11,2,111999;813110,2,111999,Agriculture,Virginia Beach,FALSE,Pungo Ferry Farms LLC,FALSE,"Pungo Ferry Landing, LLC",FALSE,,Process: Consumer products,
5b8ab3e8-5f43-4383-97cf-f6c8306da2a8,Triple A Farms,;TRIPLE A FARMS;;;LAS CRUCES;NM;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Las Cruces,FALSE,Triple A Farms LLC,FALSE,,,,Process: Consumer products,
5bfaec92-5593-4773-9ce9-822c4c108521,Taylor Farms Corporate,;TAYLOR FARMS CORPORATE;;;SALINAS;CA;;;,precedence,49,2,111999;492110,2,111999,Agriculture,Salinas,FALSE,,,,,,Process: Consumer products,
5e6bf642-39b7-45f0-b9cc-c63986ad9c5c,Fedex - Farmington,;FEDEX - FARMINGTON;;;FARMINGTON;NM;;;,precedence,49,2,492110;111999,2,111999,Agriculture,Farmington,FALSE,,,,,,Process: Consumer products,
5e86599d-6feb-4ec8-8fd1-c37f88a4b2c6,Peterson Cattle Company,;PETERSON CATTLE CO;;;ELIDA;NM;;;,precedence,11,2,11112;11211,2,11112,Agriculture,Elida,FALSE,Peterson Cattle CO,FALSE,,,,Resource Industries,
5eaca4f9-75fa-4e96-9160-ea8257118c9a,Marin Sun Farms Inc,;MARIN SUN FARMS;;;PETALUMA;CA;;;,precedence,11,2,111999;31161,2,111999,Agriculture,Petaluma,FALSE,"Marin Sun Farms, Inc.",FALSE,,,,Process: Consumer products,
5ec2b0a2-5b99-4c12-9837-bf1fcef5f050,Fontes Dairy Farms,;HAROLD POOLE;;;RIVERDALE;CA;;;,precedence,11,4,111999;11212;112120;11112,2,112120,Agriculture,Riverdale,FALSE,Harold Poole,TRUE,,,,Resource Industries,
5f2c4283-8ea1-455b-a287-04e652929987,John Machado Dairy,;JOHN MACHADO DAIRY;;;LOS BANOS;CA;;;,precedence,11,2,11112;112111,2,112111,Agriculture,Los Banos,partial,John Machado,TRUE,,,,Resource Industries,
5f80b6af-744e-4f60-a2fa-b2d2eb73881e,D&J Farms,;D&J FARMS;;;MCALISTER;NM;;;,precedence,11,2,115210;111999,2,111999,Agriculture,Mcalister,FALSE,,,,,,Process: Consumer products,
5fa73aa4-cc48-46be-a9fc-2a24303ea305,Soft Top Sod,;SOFT TOP SOD;;1454 RAVENSCROFT SE;AIRDRIE;AB;AIRDRIE;AB;;;,precedence,11,2,444220;111422,2,111422,Agriculture,Airdrie,FALSE,,,,,,Resource Industries,
611b0a3a-d055-4419-a436-679b7ed54afa,Jose Aguirre,;JOSE AUIRRE;;;ARREY;NM;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Arrey,TRUE,Jose Auirre,FALSE,Aguirre Farms,FALSE,,Process: Consumer products,
61216260-aba5-451a-8e7a-9870959f0a58,Newhouse Dairy,;NEWHOUSE DAIRY;;;Bakersfield;CA;;;,precedence,11,2,11112;112120,2,112120,Agriculture,Bakersfield,FALSE,,,,,,Resource Industries,
61e313e7-69df-4ca4-9571-be5cc4583802,R C Farms LLC,;R C FARMS LLC;;;GONZALES;CA;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Gonzales,FALSE,,,,,,Process: Consumer products,
62c24b15-499e-413e-a4df-7512d8c0fd1f,Fastbucks,";FASTBUCKS OF ALBUQUERQUE NM, LLC;;;ALAMOGORDO;NM;;;",precedence,52,2,522291;111999,2,111999,Agriculture,Alamogordo,FALSE,"Fastbucks of Alb II Nm, LLC",FALSE,"Fastbucks of Alb VII Nm, LLC",FALSE,,Process: Consumer products,
63d8df40-38a6-4701-be37-2b7600ced197,Fernando Cardoso,;FERNANDO CARDOSO;;;Galt;CA;;;,,11,2,11112;11212,2,11212,Agriculture,Galt,TRUE,,,,,,Resource Industries,
648b3299-0ec8-4d02-b900-aafaa7c09eff,Richard Richter,;RICHARD M RICHTER;;;MAXWELL;CA;;;,,11,2,115112;11112,2,115112,Agriculture,Maxwell,TRUE,Richard M Richter,TRUE,,,,Professional Services,
66f25dd5-0125-47f8-9836-075ea7b7d4e4,Cox Farms,;COX FARMS;;;ROGERS;NM;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Rogers,FALSE,Kenneth Cox,TRUE,,,,Process: Consumer products,
6721a060-69d4-4902-9cae-294a30396452,Danell Bros Inc.,;DANELL BROS INC.;;;HANFORD;CA;;;,precedence,11,2,115113;112120,2,115113,Agriculture,Hanford,FALSE,,,,,,Professional Services,
680d615f-512e-4f45-8f72-75c1488d4b5e,Davy Gobel,;DAVY GOBEL;;;Porterville;CA;;;,precedence,11,2,11112;48412,2,11112,Agriculture,Porterville,TRUE,,,,,,Resource Industries,
68e94f06-a7ec-42c3-bef0-e19bea7e55ec,Gmailo,";ROC-N-R WILDFIRE SERVICES,ROC NR WILDFIRE SERVICES;;;CARLSBAD;NM;;;",precedence,9,2,115310;922160,2,115310,Agriculture,Carlsbad,FALSE,Roc-N-R Wildfire Services,FALSE,,,,Professional Services,
6928e58b-aec2-4fae-9284-9560b011d59a,Clay S Mimms,;CLAY S MIMMS;;;MCALISTER;NM;;;,,11,2,11112;1121,2,11112,Agriculture,Mcalister,TRUE,,,,,,Resource Industries,
697d1b4e-b882-43de-a9ed-3290937a2206,E & L Farms,;E & L FARMS;;;Gridley;CA;;;,precedence,11,2,111999;11421,2,111999,Agriculture,Gridley,FALSE,,,,,,Process: Consumer products,
69a4aeb0-47e6-4d52-bcb5-b97e48ec40bb,Agr Contracting Inc,;AGR CONTRACTING;;;Porterville;CA;;;,precedence,11,2,48412;112519,2,112519,Agriculture,Porterville,FALSE,Agr Contracting,FALSE,,,,Resource Industries,
69b3dc19-7951-41fd-994b-fb8bc86ce1f3,Brad Howald,;BRAD HOWALD;;;WOODLAND;CA;;;,precedence,11,2,56299;11112,2,11112,Agriculture,Woodland,TRUE,,,,,,Resource Industries,
69c726d2-d209-45f8-b2e0-ca1d8d1d3abc,Lyle Livingston,;LYLE LIVINGSTON;;;Chico;CA;;;,,11,2,11421;11112,2,11112,Agriculture,Chico,TRUE,,,,,,Resource Industries,
32abfe96-4b9c-43e1-922f-14a9998bd9c6,Grogan's Farm INC,;GROGAN'S FARM;;PO BOX 39;ARLINGTON;KY;ARLINGTON;KY;;;,precedence,11,2,111999;48412,2,111999,Agriculture,ARLINGTON,FALSE,Grogan's Fish Farm,FALSE,,,,Process: Consumer products,
33b530ce-2e41-4a82-9320-7921f86ccc62,Thomas Norman,;THOMAS NORMAN;;;BOCA RATON;FL;;;,precedence,11,2,445230;111999,2,111999,Agriculture,Eden,TRUE,"Mobile Green Markets, LLC",FALSE,,,,Process: Consumer products,
01e53301-90bd-483a-bfcb-81833e8410d0,Preston E Allred,;PRESTON E ALLRED;;;Fountain Green;UT;;;,,11,2,722511;112410,2,112410,Agriculture,Fountain Green,TRUE,,,,,,Resource Industries,
01fe01c9-9d81-43b5-b37f-27a06c11d1ca,Njs Hobby Farm,;NJS HOBBY FARM;;;BASALT;CO;;;,precedence,11,2,624410;111999,2,111999,Agriculture,Basalt,FALSE,Njs Hobby Farm LLC,FALSE,,,,Process: Consumer products,
02022705-3860-4f35-ba4a-a1eb7656a21c,Damrow Farms,;DARRIN DAMROW;;;WAUSAU;WI;;;,precedence,11,3,111999;484239;111120,2,111120,Agriculture,Wausau,FALSE,Darrin Damrow,TRUE,,,,Resource Industries,
0208ae38-109e-4bd6-9463-e6b7a97ac305,"Ferme Germo, S.E.N.C.",;FERME GERMO;;1090 RTE DES BLES D'OR;STE-MARIE-BL;QC;G0X 2W0;CA;;,precedence,11,3,112120;11,2,112120,Agriculture,Sainte-marie-de-blandford,FALSE,Ferme Germo,FALSE,,,,Resource Industries,
020bd956-b319-499f-a00d-5d57d90165c8,C&J Margetts Farms Inc,;C&j Margetts Farms Inc;;;West Jordan;UT;;;,precedence,11,2,111999;112930,2,111999,Agriculture,West Jordan,FALSE,,,,,,Process: Consumer products,
0211e603-5d4b-40ad-95d3-eb737df6a2e1,Donavon Cody Block Farms,;DONAVON CODY BLOCK FARMS;;;HUMBOLDT;SK;;;,alwayssecondary,11,2,111999;813110,2,111999,Agriculture,Humboldt,partial,THE Humboldt Alliance Church INC,FALSE,,,,Process: Consumer products,
021c132a-7af4-42d5-b4be-6a71ae7d92bf,Frederick J Gay,;FREDERICK J GAY;;;Reeseville;WI;;;,precedence,11,3,484239;111999;111120,2,111120,Agriculture,Reeseville,TRUE,Frederick Gay,TRUE,F&D Farms,FALSE,,Resource Industries,
021db890-ddb7-48cb-8f3e-07766ef2063f,"P & J Farm, INC.",";P & J FARM, INC.;;;ITASCA;TX;;;",precedence,11,2,453998;111999,2,111999,Agriculture,Itasca,FALSE,P & J Farm INC.,FALSE,,,,Process: Consumer products,
6a58d641-b4cb-4852-b491-ce06c2c86b3f,Heather Lynn INC,;HEATHER LYNN INC;;;NARRAGANSETT;RI;;;,precedence,541,2,114111;541715,2,114111,Agriculture,Narragansett,FALSE,,,,,,Resource Industries,
6b30570b-7ac6-4385-a87c-1f0045ad3254,Tony J Machado Dairy INC,;TONY J MACHADO DAIRY;;;MERCED;CA;;;,precedence,11,2,11212;11112,2,11212,Agriculture,Merced,FALSE,Tony Machado,TRUE,,,,Resource Industries,
6bf3c003-2ab0-4fd3-9f40-d8866dddae47,F & D Giacomazzi,";F & D GIACOMAZZI,F&D GIACOMAZZI;;;HANFORD;CA;;;",precedence,11,3,11112;56299;111999,2,11112,Agriculture,Hanford,FALSE,Louis Giacomazzi,TRUE,F Donald Giacomazzi,TRUE,,Resource Industries,
6c485be5-41f7-442b-be6d-2b0e0cf1c272,Rio Vista Farms LLC,;RIO VISTA FARMS;;;RIO VISTA;CA;;;,precedence,11,2,111999;453991,2,111999,Agriculture,Rio Vista,FALSE,,,,,,Process: Consumer products,
6c5a6d22-d0f6-4ba1-9595-40d53a690833,Dan L Bennetts,";G L BENNETTS,GL BENNETTS;;;VISALIA;CA;;;",precedence,11,3,111335;11112;56299,2,111335,Agriculture,Visalia,TRUE,G L Bennetts,FALSE,,,,Resource Industries,
6c9482ff-9097-490a-be2d-273277347552,Wellcheck OF Farmington INC,;WELLCHECK OF FARMINGTON;;;FARMINGTON;NM;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Farmington,FALSE,,,,,,Process: Consumer products,
6cb3b7da-dbcf-4aaf-b05b-f96c3b8001a7,Howard Giesbrecht Family Trust,;HOWARD GIESBRECHT FAMILY TRUST;;;Willows;CA;;;,precedence,11,2,11421;11112,2,11112,Agriculture,Willows,partial,,,,,,Resource Industries,
6d1ec62f-08f7-4448-972e-8b5ff5be27f3,Affentranger &Amp; Sons Dairy Farms Inc,;Affentranger &amp; Sons Dairy Farms Inc;;;Bakersfield;CA;;;,keyword,11,2,111999;112120,2,111999,Agriculture,Bakersfield,FALSE,,,,,,Process: Consumer products,
6d6c89d0-7898-4794-9cfc-a7f484d44b03,Cumberland Farms,;CUMBERLAND FARMS INC;;;NORTH SMITHFIELD;RI;;;,precedence,11,2,111999;4471,2,111999,Agriculture,North Smithfield,FALSE,Cumberland Farms INC,FALSE,,,,Process: Consumer products,
6d97018e-b094-457f-87c8-fc664a57eae4,Bee Happy Farms INC,;BEE HAPPY FARMS INC;;;MADERA;CA;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Madera,FALSE,,,,,,Process: Consumer products,
6dc28e6f-5293-4426-8dc4-14966cec5376,Manasco Farms LLC,;MANASCO FARMS;;;CLOVIS;NM;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Clovis,FALSE,,,,,,Process: Consumer products,
6de4aa54-2349-4608-8296-98c124be8b40,Southwestern Wildfire Suppression Company,;SOUTHWESTERN WILDFIRE SUPPRESSION COMPANY;;;ROSWELL;NM;;;,precedence,11,2,115310;48412,2,115310,Agriculture,Roswell,FALSE,"Southwestern Wildfire Suppression Company, LLC",FALSE,Southwestern Wildfire,FALSE,,Professional Services,
6f158991-d4ae-4884-8536-89858c6b37bc,Frank Barcellos,;FRANK BARCELLOS;;;TIPTON;CA;;;,,11,3,11212;112120;11112,2,112120,Agriculture,Tipton,TRUE,Frank P Barcellos,TRUE,Jerry Barcellos,TRUE,,Resource Industries,
70550f52-8edf-4c8e-8192-caf3774acd89,Kenneth Cox,;KENNETH COX;;;ROGERS;NM;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Rogers,TRUE,Cox Farms,FALSE,,,,Process: Consumer products,
71176ecf-0998-4e9f-ae91-2bd3dcb8b170,"Dewit Dairy, INC.",";DEWIT DAIRY,.;;;ACAMPO;CA;;;",precedence,11,2,11112;112120,2,112120,Agriculture,Acampo,FALSE,Dewit Dairy INC,FALSE,,,,Resource Industries,
71bbd599-d9cd-4261-a1a5-d7f22b8adf90,Fastbucks,";FASTBUCKS OF ALBUQUERQUE NM, LLC;;;GALLUP;NM;;;",precedence,52,2,111999;522291,2,111999,Agriculture,Gallup,FALSE,"Fastbucks of Alb II Nm, LLC",FALSE,"Fastbucks of Alb VII Nm, LLC",FALSE,,Process: Consumer products,
71eb2c82-a65f-4530-8c73-098ae98bde9f,Eric Stroschein,;STROSCHEIN FAMILY TRUST DBA STANL;;;BLYTHE;CA;;;,precedence,11,2,11112;56299,2,11112,Agriculture,Blythe,TRUE,Gloria Stroschein,TRUE,Deion Stroschein,TRUE,,Resource Industries,
725d2f4a-7c7c-44a9-86e5-acf81eeb142b,Mike Alves OR Gary Alves,;MIKE ALVES OR GARY ALVES;;;GLENN;CA;;;,precedence,11,2,11116;11212,2,11116,Agriculture,Glenn,FALSE,Gary & Mike & Greg & Rich Alves,partial,,,,Resource Industries,
72dae84c-3a47-400e-9d39-856c395c5f42,Sbs AG,;SBS AG;;;Tulare;CA;;;,precedence,11,2,11112;112120,2,112120,Agriculture,Tulare,FALSE,,,,,,Resource Industries,
731bffb8-630f-4158-bd70-af3a06ffcbdd,Jeannette S Dennis 2007 Revocable,;JEANNETTE S DENNIS 2007 REVOCABLE;;;Maxwell;CA;;;,precedence,11,2,11112;11293,2,11112,Agriculture,Maxwell,partial,,,,,,Resource Industries,
7559af90-43e3-4595-962a-02c71914fca5,Don Hardin & Brenda Hardin,;DONALD R HARDIN & BRENDA K HARDIN;;;PORTALES;NM;;;,precedence,11,3,48412;111999;11112,2,11112,Agriculture,Portales,partial,Hardin & Hardin,FALSE,Donald R Hardin & Brenda K Hardin,TRUE,,Resource Industries,
75ab5adc-d95d-4ab3-b6b0-2e9b179c7099,Martin Sweetser,;JOHN SWEETSER;;;DEMING;NM;;;,precedence,11,2,11112;311340,2,11112,Agriculture,Deming,TRUE,John Sweetser,TRUE,,,,Resource Industries,
762cf738-b843-4ee8-bcc1-a9b985c8c17b,Massey Enterprises,;MASSEY FARMS;;;ANIMAS;NM;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Animas,FALSE,Massy Enterprises,FALSE,Massey Farms INC,FALSE,,Process: Consumer products,
765dfab6-d666-4b28-b124-096c59cae02d,3 Rios Cattle LLC,;3 RIOS CATTLE;;;TEXICO;NM;;;,precedence,11,2,11211;48412,2,11211,Agriculture,Texico,FALSE,,,,,,Resource Industries,
76b8428d-5417-4e36-b5ca-33135cf63daf,"Beehive Homes of Four Hills I, LLC",";BEEHIVE HOMES OF FOUR HILLS I, LLC;;;ALBUQUERQUE;NM;;;",precedence,23,2,236116;112910,2,112910,Agriculture,Albuquerque,FALSE,,,,,,Resource Industries,
77d6b3d7-2d38-43e2-93c7-19c30d190ddf,John & Marjorie Roeloffs,;JOHN ROELOFFS;;;TIPTON;CA;;;,precedence,11,2,56299;11112,2,11112,Agriculture,Tipton,FALSE,John Roeloffs,FALSE,,,,Resource Industries,
786dee73-4b75-44f6-bdc6-5e5c0e960344,Van Beek Bros Dairy,;VAN BEEK BROS DAIRY;;;TIPTON;CA;;;,precedence,11,2,112120;11112,2,11112,Agriculture,Tipton,partial,Van Beek Brothers Dairy,partial,Van Beek Bros,TRUE,,Resource Industries,
78a1b77b-7171-4f8d-bec4-8b43589975ab,John Marler Farming,;JOHN MARLER FARMING;;;Yuba City;CA;;;,precedence,11,3,111999;11112;48412,2,111999,Agriculture,Yuba City,partial,,,,,,Process: Consumer products,
78a95a55-4798-4ccc-baaa-9f41c4c62cbc,Manny And Freddy Acosta,;MANNY AND FREDDY ACOSTA;;;DEMING;NM;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Deming,partial,Acosta Farm,FALSE,,,,Process: Consumer products,
78bed5d1-12f1-4177-9069-a570e5b28e3d,Bureau OF Land Management - Eagle Lake Field Office,;BUREAU OF LAND MANAGEMENT - EAGLE LAKE FIELD OFFICE;;;SUSANVILLE;CA;;;,precedence,62,2,115310;621910,2,115310,Agriculture,Susanville,FALSE,,,,,,Professional Services,
792ac50f-6c58-420a-bba0-d9d904c0b84d,Corner Deli,;DANIEL SENDELWECK;;;JASPER;IN;;;,keyword,7,2,722512;11112,2,11112,Agriculture,Jasper,FALSE,Corner Deli LLC,FALSE,Daniel Sendelweck,FALSE,,Resource Industries,
63299630-fab3-4549-884b-85b07c0aac80,Cullipher Farm,;CULLIPHER FARM;;1444 PRINCESS ANNE;VIRGINIA BEACH;VA;VIRGINIA BEACH;VA;;;,,11,7,111999;111419;111333;424480;111219;111334;111150,2,111219,Agriculture,Virginia Beach,FALSE,Cullipher Farm Inc.,FALSE,"Cullipher Farm, Inc.",FALSE,,Resource Industries,
6581e114-d21d-4d00-9bbd-48240743368b,Canine Carousel,;CANINE CAROUSEL;;422 ELDEN;HERNDON;VA;HERNDON;VA;;;,precedence,812,2,812910;115210,2,115210,Agriculture,Herndon,FALSE,,,,,,Professional Services,
67e3e232-9be6-42b0-922a-b446fbe0d77a,Indian River Farms Listing,;INDIAN RIVER FARMS LISTING;;OFF INDIAN RIVER;VIRGINIA BEACH;VA;VIRGINIA BEACH;VA;;;,precedence,11,3,48412;111999;111998,2,111998,Agriculture,Virginia Beach,partial,Indian River Farms Owners' Association,FALSE,River Farms,FALSE,,Process: Consumer products,
02238dc3-f1bb-4268-8396-2dbaf07255f8,Burnt River Contracting,;BURNT RIVER FARM;;;RYCROFT;AB;;;,precedence,23,3,111999;111998;236115,2,111998,Agriculture,Whitelaw,FALSE,Burnt River Farm LTD,FALSE,,,,Process: Consumer products,
